bucket,test_id,backend,absence_class,outcome,deterministic,stdout_parity,reason
c-programs,c-programs/rcx-canonicalization,e9patch,measured,diverge,0,0,e9patch-verify-fail-exit1
c-programs,c-programs/record-replay-fd-close,e9patch,measured,pass,1,1,
c-programs,c-programs/record-replay-file-state,e9patch,measured,pass,1,1,
c-programs,c-programs/record-replay-lseek-seek-cur,e9patch,reference-unusable-verify,diverge,0,,e9patch-verify-fail-exit1
c-programs,c-programs/record-replay-setsockopt,e9patch,measured,pass,1,1,
c-programs,c-programs/recvmsg-scm-rights-mmap,e9patch,measured,pass,1,1,
c-programs,c-programs/remap-file-pages-anonymous-enosys,e9patch,measured,pass,1,1,
c-programs,c-programs/remap-file-pages-memfd-enosys,e9patch,measured,pass,1,1,
c-programs,c-programs/remap-file-pages-tmpfile-enosys,e9patch,measured,pass,1,1,
c-programs,c-programs/request-key-enosys,e9patch,measured,pass,1,1,
c-programs,c-programs/resource-determinism,e9patch,measured,pass,1,1,
c-programs,c-programs/sched-setattr-batch,e9patch,measured,pass,1,1,
c-programs,c-programs/sched-setattr-idle,e9patch,measured,pass,1,1,
c-programs,c-programs/sched-setattr-other,e9patch,measured,pass,1,1,
c-programs,c-programs/sched-yield-progress,e9patch,measured,pass,1,1,
c-programs,c-programs/scheduler-policy-queries,e9patch,measured,pass,1,1,
c-programs,c-programs/setitimer-determinism,e9patch,measured,pass,1,1,
c-programs,c-programs/sigmask-preemption,e9patch,measured,pass,1,1,
c-programs,c-programs/signal-determinism,e9patch,reference-unusable-verify,diverge,0,,e9patch-verify-fail-exit1
c-programs,c-programs/sigpipe-siginfo,e9patch,measured,pass,1,1,
c-programs,c-programs/sigtimedwait-no-timeout,e9patch,measured,pass,1,1,
c-programs,c-programs/sigtimedwait-timeout-0s,e9patch,measured,pass,1,1,
c-programs,c-programs/sigtimedwait-timeout-1s,e9patch,measured,pass,1,1,
c-programs,c-programs/so-incoming-cpu-tcp4,e9patch,measured,pass,1,1,
c-programs,c-programs/so-incoming-cpu-tcp6,e9patch,measured,pass,1,1,
c-programs,c-programs/so-incoming-cpu-udp4,e9patch,measured,pass,1,1,
c-programs,c-programs/socket-cookie-tcp,e9patch,measured,pass,1,1,
c-programs,c-programs/socket-cookie-udp,e9patch,measured,pass,1,1,
c-programs,c-programs/socket-cookie-unix,e9patch,measured,pass,1,1,
c-programs,c-programs/socket-ioctl-timestamp,e9patch,reference-unusable-verify,diverge,0,,e9patch-verify-fail-exit1
c-programs,c-programs/socket-timestamp-edge-cases,e9patch,measured,pass,1,1,
c-programs,c-programs/socket-timestamp-timespec,e9patch,measured,pass,1,1,
c-programs,c-programs/socket-timestamp-timeval,e9patch,measured,pass,1,1,
c-programs,c-programs/splice-enosys,e9patch,measured,pass,1,1,
c-programs,c-programs/statmount-enosys,e9patch,measured,pass,1,1,
c-programs,c-programs/syscall-file-io,e9patch,measured,pass,1,1,
c-programs,c-programs/syscall-file-metadata,e9patch,measured,pass,1,1,
c-programs,c-programs/syscall-quick-wins,e9patch,measured,pass,1,1,
c-programs,c-programs/sysfs-enosys,e9patch,measured,pass,1,1,
c-programs,c-programs/sysinfo,e9patch,measured,pass,1,1,
c-programs,c-programs/sysinfo-uptime,e9patch,measured,pass,1,1,
c-programs,c-programs/syslog-deterministic,e9patch,measured,pass,1,1,
c-programs,c-programs/sysv-sem-enosys,e9patch,measured,pass,1,1,
c-programs,c-programs/sysv-shm-enosys,e9patch,measured,pass,1,1,
c-programs,c-programs/tcp-info-accept4,e9patch,measured,pass,1,1,
c-programs,c-programs/tcp-info-accept6,e9patch,measured,pass,1,1,
c-programs,c-programs/tcp-info-client4,e9patch,measured,pass,1,1,
c-programs,c-programs/tee-enosys,e9patch,measured,pass,1,1,
c-programs,c-programs/thread-self-procfs-handoff,e9patch,measured,pass,1,1,
c-programs,c-programs/thread-sync-determinism,e9patch,reference-unusable-verify,diverge,0,,e9patch-verify-fail-exit1
c-programs,c-programs/threadexhaustion,e9patch,measured,pass,1,1,
c-programs,c-programs/timer-create-determinism,e9patch,measured,pass,1,1,
c-programs,c-programs/uname,e9patch,measured,pass,1,1,
c-programs,c-programs/unix-autobind-dgram,e9patch,measured,pass,1,1,
c-programs,c-programs/unix-autobind-seqpacket,e9patch,measured,pass,1,1,
c-programs,c-programs/unix-autobind-stream,e9patch,measured,pass,1,1,
c-programs,c-programs/ustat-enosys,e9patch,measured,pass,1,1,
c-programs,c-programs/vforkexec,e9patch,measured,pass,1,1,
c-programs,c-programs/vmsplice-enosys,e9patch,measured,pass,1,1,
c-programs,c-programs/wait-on-child,e9patch,measured,pass,1,1,
c-programs,c-programs/writev-determinism,e9patch,measured,pass,1,1,
chaos-c,chaos-c/lock-granularity,e9patch,measured,pass,1,1,
data-handling,data-handling/archive-roundtrip,e9patch,reference-unusable-verify,diverge,0,,e9patch-verify-fail-exit1
data-handling,data-handling/shell-pipeline,e9patch,reference-unusable-verify,diverge,0,,e9patch-verify-fail-exit1
debugger-c,debugger-c/debuggee,e9patch,measured,pass,1,1,
determinism-stress,determinism-stress/example-race,e9patch,measured,pass,1,1,
determinism-stress,determinism-stress/order-violation,e9patch,measured,pass,1,1,
determinism-stress,determinism-stress/process-chains,e9patch,reference-unusable-verify,diverge,0,,e9patch-verify-fail-exit1
determinism-stress,determinism-stress/thread-contention,e9patch,reference-unusable-verify,diverge,0,,e9patch-verify-fail-exit1
determinism-stress,determinism-stress/thread-output,e9patch,measured,pass,1,1,
determinism-stress-c,determinism-stress-c/fork-tree,e9patch,measured,pass,1,1,
determinism-stress-c,determinism-stress-c/lock-free,e9patch,measured,pass,1,1,
determinism-stress-c,determinism-stress-c/mmap-fork-shared,e9patch,measured,pass,1,1,
determinism-stress-c,determinism-stress-c/pid-tid,e9patch,measured,pass,1,1,
determinism-stress-c,determinism-stress-c/pipe-chain,e9patch,measured,pass,1,1,
determinism-stress-c,determinism-stress-c/pipe-prefill,e9patch,measured,pass,1,1,
determinism-stress-c,determinism-stress-c/producer-consumer,e9patch,measured,pass,1,1,
determinism-stress-c,determinism-stress-c/signal-order,e9patch,measured,pass,1,1,
determinism-stress-c,determinism-stress-c/thread-contention,e9patch,reference-unusable-verify,diverge,0,,e9patch-verify-fail-exit1
determinism-stress-c,determinism-stress-c/thread-stress,e9patch,measured,pass,1,1,
language-runtimes,language-runtimes/bash-loop-pipe-time,e9patch,measured,pass,1,1,
language-runtimes,language-runtimes/example-python-random,e9patch,measured,pass,1,1,
language-runtimes,language-runtimes/gawk-random,e9patch,measured,pass,1,1,
language-runtimes,language-runtimes/perl-io-subprocess-time,e9patch,measured,pass,1,1,
language-runtimes,language-runtimes/python-hash-determinism,e9patch,measured,pass,1,1,
language-runtimes,language-runtimes/python-io-subprocess-time,e9patch,measured,pass,1,1,
language-runtimes,language-runtimes/python-random,e9patch,measured,pass,1,1,
performance,performance/barrier-rounds,e9patch,fixture-source-missing,,,,guest source absent at the measured hermit SHA; no row was emitted by the collector
performance,performance/barrier-yield-rounds,e9patch,fixture-source-missing,,,,guest source absent at the measured hermit SHA; no row was emitted by the collector
performance,performance/clock-query-churn,e9patch,fixture-source-missing,,,,guest source absent at the measured hermit SHA; no row was emitted by the collector
performance,performance/condvar-baton,e9patch,fixture-source-missing,,,,guest source absent at the measured hermit SHA; no row was emitted by the collector
performance,performance/condvar-signal-baton,e9patch,fixture-source-missing,,,,guest source absent at the measured hermit SHA; no row was emitted by the collector
performance,performance/dup-close-churn,e9patch,fixture-source-missing,,,,guest source absent at the measured hermit SHA; no row was emitted by the collector
performance,performance/epoll-eventfd-ring,e9patch,fixture-source-missing,,,,guest source absent at the measured hermit SHA; no row was emitted by the collector
performance,performance/eventfd-roundtrip,e9patch,fixture-source-missing,,,,guest source absent at the measured hermit SHA; no row was emitted by the collector
performance,performance/fork-wait-churn,e9patch,fixture-source-missing,,,,guest source absent at the measured hermit SHA; no row was emitted by the collector
performance,performance/futex-baton,e9patch,fixture-source-missing,,,,guest source absent at the measured hermit SHA; no row was emitted by the collector
performance,performance/getrandom-churn,e9patch,fixture-source-missing,,,,guest source absent at the measured hermit SHA; no row was emitted by the collector
performance,performance/mmap-churn,e9patch,fixture-source-missing,,,,guest source absent at the measured hermit SHA; no row was emitted by the collector
performance,performance/mutex-contention,e9patch,fixture-source-missing,,,,guest source absent at the measured hermit SHA; no row was emitted by the collector
performance,performance/nanosleep-yield,e9patch,fixture-source-missing,,,,guest source absent at the measured hermit SHA; no row was emitted by the collector
performance,performance/open-read-close-churn,e9patch,fixture-source-missing,,,,guest source absent at the measured hermit SHA; no row was emitted by the collector
performance,performance/pipe-fd-churn,e9patch,fixture-source-missing,,,,guest source absent at the measured hermit SHA; no row was emitted by the collector
performance,performance/pipe-nonblock-churn,e9patch,fixture-source-missing,,,,guest source absent at the measured hermit SHA; no row was emitted by the collector
performance,performance/pipe-roundtrip,e9patch,fixture-source-missing,,,,guest source absent at the measured hermit SHA; no row was emitted by the collector
performance,performance/poll-pipe-ring,e9patch,fixture-source-missing,,,,guest source absent at the measured hermit SHA; no row was emitted by the collector
performance,performance/rwlock-contention,e9patch,fixture-source-missing,,,,guest source absent at the measured hermit SHA; no row was emitted by the collector
performance,performance/rwlock-mixed-contention,e9patch,fixture-source-missing,,,,guest source absent at the measured hermit SHA; no row was emitted by the collector
performance,performance/semaphore-baton,e9patch,fixture-source-missing,,,,guest source absent at the measured hermit SHA; no row was emitted by the collector
performance,performance/sigmask-toggle,e9patch,fixture-source-missing,,,,guest source absent at the measured hermit SHA; no row was emitted by the collector
performance,performance/socketpair-dgram-churn,e9patch,fixture-source-missing,,,,guest source absent at the measured hermit SHA; no row was emitted by the collector
performance,performance/socketpair-roundtrip,e9patch,fixture-source-missing,,,,guest source absent at the measured hermit SHA; no row was emitted by the collector
performance,performance/spin-trylock-contention,e9patch,fixture-source-missing,,,,guest source absent at the measured hermit SHA; no row was emitted by the collector
performance,performance/syscall-mix,e9patch,fixture-source-missing,,,,guest source absent at the measured hermit SHA; no row was emitted by the collector
performance,performance/thread-churn,e9patch,fixture-source-missing,,,,guest source absent at the measured hermit SHA; no row was emitted by the collector
performance,performance/trylock-contention,e9patch,fixture-source-missing,,,,guest source absent at the measured hermit SHA; no row was emitted by the collector
performance,performance/yield-storm,e9patch,fixture-source-missing,,,,guest source absent at the measured hermit SHA; no row was emitted by the collector
shared-futex-c,shared-futex-c/qemu-exec-init,e9patch,reference-unusable-verify,diverge,0,,e9patch-verify-fail-exit1
shared-futex-c,shared-futex-c/qemu-hello,e9patch,reference-unusable-verify,diverge,0,,e9patch-verify-fail-exit1
shared-futex-c,shared-futex-c/qemu-init,e9patch,reference-unusable-verify,diverge,0,,e9patch-verify-fail-exit1
shared-futex-c,shared-futex-c/qemu-net-init,e9patch,reference-unusable-verify,diverge,0,,e9patch-verify-fail-exit1
system-utils,system-utils/clock-determinism,e9patch,measured,pass,1,1,
system-utils,system-utils/date-nanoseconds,e9patch,measured,pass,1,1,
system-utils,system-utils/example-date,e9patch,measured,pass,1,1,
system-utils,system-utils/example-devrand,e9patch,measured,pass,1,1,
system-utils,system-utils/openssl-passwd,e9patch,measured,pass,1,1,
system-utils,system-utils/proc-uptime,e9patch,measured,pass,1,1,
system-utils,system-utils/random-device,e9patch,measured,pass,1,1,
system-utils,system-utils/record-getpid,e9patch,measured,pass,1,1,
util-c,util-c/pmu-skid,e9patch,reference-unusable-verify,diverge,0,,e9patch-verify-fail-exit1
applications,applications/example-timed-progress-bar,liteinst,measured,pass,1,1,
applications,applications/timed-progress-bar,liteinst,reference-unusable-verify,diverge,0,,liteinst-verify-fail-exit1
backend-parity-c,backend-parity-c/cpuid-probe,liteinst,measured,pass,1,1,
backend-parity-c,backend-parity-c/pid-probe,liteinst,measured,pass,1,1,
backend-parity-c,backend-parity-c/pthread-lifecycle,liteinst,measured,diverge,0,0,liteinst-verify-fail-exit1
bin-c,bin-c/posix-timer-test,liteinst,measured,pass,1,1,
bin-c,bin-c/robust-futex-test,liteinst,reference-unusable-verify,diverge,0,,liteinst-verify-fail-exit1
c-programs,c-programs/acct-refusal-probe,liteinst,measured,pass,1,1,
c-programs,c-programs/add-key-enosys,liteinst,measured,pass,1,1,
c-programs,c-programs/adjtimex-deterministic,liteinst,measured,pass,1,1,
c-programs,c-programs/arch-prctl-determinism,liteinst,measured,diverge,0,0,liteinst-verify-fail-exit1
c-programs,c-programs/bpf-enosys,liteinst,measured,pass,1,1,
c-programs,c-programs/cachestat-enosys,liteinst,measured,pass,1,1,
c-programs,c-programs/clock-adjtime-deterministic,liteinst,measured,pass,1,1,
c-programs,c-programs/clone,liteinst,measured,diverge,0,0,liteinst-verify-fail-exit1
c-programs,c-programs/copy-file-range-refusal-probe,liteinst,measured,pass,1,1,
c-programs,c-programs/dbi-copied-tiocgpgrp,liteinst,measured,diverge,0,0,liteinst-verify-fail-exit1
c-programs,c-programs/dbi-exec-failure,liteinst,measured,pass,1,1,
c-programs,c-programs/dbi-execveat-unsupported,liteinst,measured,diverge,0,0,liteinst-verify-fail-exit1
c-programs,c-programs/dbi-mmap-exec,liteinst,measured,pass,1,1,
c-programs,c-programs/dbi-pid-virtualization,liteinst,reference-unusable-runleg,diverge,0,,liteinst-verify-fail-exit1
c-programs,c-programs/dbi-prlimit-self,liteinst,measured,pass,1,1,
c-programs,c-programs/dbi-self-sigqueue,liteinst,measured,pass,1,1,
c-programs,c-programs/dbi-unsupported-syscall,liteinst,measured,pass,1,1,
c-programs,c-programs/dbi-wait-lifecycle,liteinst,reference-unusable-verify,diverge,0,,liteinst-verify-fail-exit1
c-programs,c-programs/epoll-determinism,liteinst,reference-unusable-verify,diverge,0,,liteinst-verify-fail-exit1
c-programs,c-programs/fp-reduction-nondeterminism,liteinst,measured,diverge,0,0,liteinst-verify-fail-exit1
c-programs,c-programs/futex-requeue-enosys,liteinst,measured,pass,1,1,
c-programs,c-programs/futex-waitv-enosys,liteinst,measured,pass,1,1,
c-programs,c-programs/futex-wake-enosys,liteinst,measured,pass,1,1,
c-programs,c-programs/get-robust-list-child,liteinst,measured,diverge,0,0,liteinst-verify-fail-exit1
c-programs,c-programs/get-robust-list-self,liteinst,measured,pass,1,1,
c-programs,c-programs/get-robust-list-thread,liteinst,measured,diverge,0,0,liteinst-verify-fail-exit1
c-programs,c-programs/getcpu,liteinst,measured,pass,1,1,
c-programs,c-programs/getitimer-determinism-probe,liteinst,measured,pass,1,1,
c-programs,c-programs/getsockopt-null,liteinst,measured,pass,1,1,
c-programs,c-programs/hello-alarm,liteinst,measured,pass,1,1,
c-programs,c-programs/hello-nostdlib,liteinst,measured,diverge,0,0,liteinst-verify-fail-exit1
c-programs,c-programs/hello-signals,liteinst,measured,pass,1,1,
c-programs,c-programs/io-uring-fallback,liteinst,measured,pass,1,1,
c-programs,c-programs/io-uring-ring-determinism,liteinst,measured,pass,1,1,
c-programs,c-programs/ioctl-fioclex,liteinst,measured,pass,1,1,
c-programs,c-programs/ioctl-siocethtool,liteinst,measured,pass,1,1,
c-programs,c-programs/ipc-determinism,liteinst,reference-unusable-verify,diverge,0,,liteinst-verify-fail-exit1
c-programs,c-programs/just-spin,liteinst,measured,diverge,0,0,liteinst-verify-fail-exit1
c-programs,c-programs/kcmp-eperm,liteinst,measured,pass,1,1,
c-programs,c-programs/keyctl-enosys,liteinst,measured,pass,1,1,
c-programs,c-programs/keyctl-passthrough,liteinst,measured,pass,1,1,
c-programs,c-programs/listmount-enosys,liteinst,measured,pass,1,1,
c-programs,c-programs/liteinst-advanced,liteinst,reference-unusable-verify,diverge,0,,liteinst-verify-fail-exit1
c-programs,c-programs/lsm-get-self-attr-enosys,liteinst,measured,pass,1,1,
c-programs,c-programs/lsm-list-modules-enosys,liteinst,measured,pass,1,1,
c-programs,c-programs/lsm-set-self-attr-enosys,liteinst,measured,pass,1,1,
c-programs,c-programs/madvise-determinism,liteinst,measured,pass,1,1,
c-programs,c-programs/map-shadow-stack-enosys,liteinst,measured,pass,1,1,
c-programs,c-programs/memfd-secret-enosys,liteinst,measured,pass,1,1,
c-programs,c-programs/meminfo-available-deterministic,liteinst,measured,pass,1,1,
c-programs,c-programs/meminfo-cached-deterministic,liteinst,measured,pass,1,1,
c-programs,c-programs/meminfo-free-deterministic,liteinst,measured,pass,1,1,
c-programs,c-programs/memorypress,liteinst,measured,pass,1,1,
c-programs,c-programs/mmap-determinism,liteinst,reference-unusable-verify,diverge,0,,liteinst-verify-fail-exit1
c-programs,c-programs/mmap-stress-determinism,liteinst,measured,pass,1,1,
c-programs,c-programs/name-to-handle-at-eopnotsupp,liteinst,measured,pass,1,1,
c-programs,c-programs/name-to-handle-directory-eopnotsupp,liteinst,measured,pass,1,1,
c-programs,c-programs/name-to-handle-empty-path-eopnotsupp,liteinst,measured,pass,1,1,
c-programs,c-programs/name-to-handle-regular-eopnotsupp,liteinst,measured,pass,1,1,
c-programs,c-programs/nanosleep-par,liteinst,measured,diverge,0,0,liteinst-verify-fail-exit1
c-programs,c-programs/nanosleep-threads-nocrash,liteinst,measured,diverge,0,0,liteinst-verify-fail-exit1
c-programs,c-programs/nanosleep-threads-simple,liteinst,reference-unusable-verify,diverge,0,,liteinst-verify-fail-exit1
c-programs,c-programs/netlink-autobind-generic,liteinst,measured,pass,1,1,
c-programs,c-programs/netlink-autobind-route,liteinst,measured,pass,1,1,
c-programs,c-programs/netlink-autobind-usersock,liteinst,measured,pass,1,1,
c-programs,c-programs/netns-cookie-tcp4,liteinst,measured,pass,1,1,
c-programs,c-programs/netns-cookie-tcp6,liteinst,measured,pass,1,1,
c-programs,c-programs/netns-cookie-udp4,liteinst,measured,pass,1,1,
c-programs,c-programs/perf-event-hardware-enosys,liteinst,measured,pass,1,1,
c-programs,c-programs/perf-event-open-enosys,liteinst,measured,pass,1,1,
c-programs,c-programs/perf-event-software-enosys,liteinst,measured,pass,1,1,
c-programs,c-programs/perf-event-watchpoint-enosys,liteinst,measured,pass,1,1,
c-programs,c-programs/periodic-setitimer-delivery,liteinst,measured,pass,1,1,
c-programs,c-programs/pidfd-open-self,liteinst,measured,pass,1,1,
c-programs,c-programs/pidfd-poll-self,liteinst,measured,pass,1,1,
c-programs,c-programs/pidfd-waitid-child,liteinst,measured,diverge,0,0,liteinst-verify-fail-exit1
c-programs,c-programs/ppoll-readv,liteinst,measured,pass,1,1,
c-programs,c-programs/ppoll-simulation,liteinst,measured,diverge,0,0,liteinst-verify-fail-exit1
c-programs,c-programs/prctl-dumpable,liteinst,measured,pass,1,1,
c-programs,c-programs/pread64-nostdlib,liteinst,measured,diverge,0,0,liteinst-verify-fail-exit1
c-programs,c-programs/print-memaddrs,liteinst,measured,pass,1,0,
c-programs,c-programs/printf-with-threads,liteinst,measured,diverge,0,0,liteinst-verify-fail-exit1
c-programs,c-programs/proc-fd-link-aliases,liteinst,measured,pass,1,1,
c-programs,c-programs/proc-fdinfo,liteinst,measured,pass,1,0,
c-programs,c-programs/proc-locks,liteinst,measured,pass,1,1,
c-programs,c-programs/process-mrelease-enosys,liteinst,measured,pass,1,1,
c-programs,c-programs/process-vm-readv-refusal-probe,liteinst,measured,pass,1,1,
c-programs,c-programs/process-vm-writev-refusal-probe,liteinst,measured,pass,1,1,
c-programs,c-programs/procfs-positioned-probe,liteinst,measured,pass,1,1,
c-programs,c-programs/prodcons-determinism,liteinst,measured,diverge,0,0,liteinst-verify-fail-exit1
c-programs,c-programs/pselect6-simulation,liteinst,measured,diverge,0,0,liteinst-verify-fail-exit1
c-programs,c-programs/ptrace-attach-eperm,liteinst,measured,diverge,0,0,liteinst-verify-fail-exit1
c-programs,c-programs/ptrace-eperm,liteinst,measured,pass,1,1,
c-programs,c-programs/ptrace-seize-eperm,liteinst,measured,diverge,0,0,liteinst-verify-fail-exit1
c-programs,c-programs/ptrace-traceme-eperm,liteinst,measured,pass,1,1,
c-programs,c-programs/pty-nr-count,liteinst,measured,pass,1,1,
c-programs,c-programs/racewrite-nostdlib,liteinst,measured,diverge,0,0,liteinst-verify-fail-exit1
c-programs,c-programs/random-sources,liteinst,measured,diverge,0,0,liteinst-verify-fail-exit1
c-programs,c-programs/rcx-canonicalization,liteinst,measured,pass,1,1,
c-programs,c-programs/record-replay-fd-close,liteinst,measured,diverge,0,0,liteinst-verify-fail-exit1
c-programs,c-programs/record-replay-file-state,liteinst,measured,diverge,0,0,liteinst-verify-fail-exit1
c-programs,c-programs/record-replay-lseek-seek-cur,liteinst,reference-unusable-verify,diverge,0,,liteinst-verify-fail-exit1
c-programs,c-programs/record-replay-setsockopt,liteinst,measured,pass,1,1,
c-programs,c-programs/recvmsg-scm-rights-mmap,liteinst,measured,pass,1,1,
c-programs,c-programs/remap-file-pages-anonymous-enosys,liteinst,measured,pass,1,1,
c-programs,c-programs/remap-file-pages-memfd-enosys,liteinst,measured,pass,1,1,
c-programs,c-programs/remap-file-pages-tmpfile-enosys,liteinst,measured,pass,1,1,
c-programs,c-programs/request-key-enosys,liteinst,measured,pass,1,1,
c-programs,c-programs/resource-determinism,liteinst,measured,diverge,0,0,liteinst-verify-fail-exit1
c-programs,c-programs/sched-setattr-batch,liteinst,measured,pass,1,1,
c-programs,c-programs/sched-setattr-idle,liteinst,measured,pass,1,1,
c-programs,c-programs/sched-setattr-other,liteinst,measured,pass,1,1,
c-programs,c-programs/sched-yield-progress,liteinst,measured,diverge,0,0,liteinst-verify-fail-exit1
c-programs,c-programs/scheduler-policy-queries,liteinst,measured,pass,1,1,
c-programs,c-programs/setitimer-determinism,liteinst,measured,pass,1,1,
c-programs,c-programs/sigmask-preemption,liteinst,measured,diverge,0,0,liteinst-verify-fail-exit1
c-programs,c-programs/signal-determinism,liteinst,reference-unusable-verify,diverge,0,,liteinst-verify-fail-exit1
c-programs,c-programs/sigpipe-siginfo,liteinst,measured,pass,1,1,
c-programs,c-programs/sigtimedwait-no-timeout,liteinst,measured,diverge,0,0,liteinst-verify-fail-exit1
c-programs,c-programs/sigtimedwait-timeout-0s,liteinst,measured,diverge,0,0,liteinst-verify-fail-exit1
c-programs,c-programs/sigtimedwait-timeout-1s,liteinst,measured,diverge,0,0,liteinst-verify-fail-exit1
c-programs,c-programs/so-incoming-cpu-tcp4,liteinst,measured,pass,1,1,
c-programs,c-programs/so-incoming-cpu-tcp6,liteinst,measured,pass,1,1,
c-programs,c-programs/so-incoming-cpu-udp4,liteinst,measured,pass,1,1,
c-programs,c-programs/socket-cookie-tcp,liteinst,measured,pass,1,1,
c-programs,c-programs/socket-cookie-udp,liteinst,measured,pass,1,1,
c-programs,c-programs/socket-cookie-unix,liteinst,measured,pass,1,1,
c-programs,c-programs/socket-ioctl-timestamp,liteinst,reference-unusable-verify,diverge,0,,liteinst-verify-fail-exit1
c-programs,c-programs/socket-timestamp-edge-cases,liteinst,measured,pass,1,1,
c-programs,c-programs/socket-timestamp-timespec,liteinst,measured,pass,1,1,
c-programs,c-programs/socket-timestamp-timeval,liteinst,measured,pass,1,1,
c-programs,c-programs/splice-enosys,liteinst,measured,pass,1,1,
c-programs,c-programs/statmount-enosys,liteinst,measured,pass,1,1,
c-programs,c-programs/syscall-file-io,liteinst,measured,pass,1,1,
c-programs,c-programs/syscall-file-metadata,liteinst,measured,pass,1,1,
c-programs,c-programs/syscall-quick-wins,liteinst,measured,pass,1,1,
c-programs,c-programs/sysfs-enosys,liteinst,measured,pass,1,1,
c-programs,c-programs/sysinfo,liteinst,measured,pass,1,0,
c-programs,c-programs/sysinfo-uptime,liteinst,measured,diverge,0,0,liteinst-verify-fail-exit1
c-programs,c-programs/syslog-deterministic,liteinst,measured,pass,1,1,
c-programs,c-programs/sysv-sem-enosys,liteinst,measured,pass,1,1,
c-programs,c-programs/sysv-shm-enosys,liteinst,measured,pass,1,1,
c-programs,c-programs/tcp-info-accept4,liteinst,measured,pass,1,1,
c-programs,c-programs/tcp-info-accept6,liteinst,measured,pass,1,1,
c-programs,c-programs/tcp-info-client4,liteinst,measured,pass,1,1,
c-programs,c-programs/tee-enosys,liteinst,measured,pass,1,1,
c-programs,c-programs/thread-self-procfs-handoff,liteinst,measured,diverge,0,0,liteinst-verify-fail-exit1
c-programs,c-programs/thread-sync-determinism,liteinst,reference-unusable-verify,diverge,0,,liteinst-verify-fail-exit1
c-programs,c-programs/threadexhaustion,liteinst,measured,diverge,0,0,liteinst-verify-fail-exit1
c-programs,c-programs/timer-create-determinism,liteinst,measured,pass,1,1,
c-programs,c-programs/uname,liteinst,measured,pass,1,1,
c-programs,c-programs/unix-autobind-dgram,liteinst,measured,pass,1,1,
c-programs,c-programs/unix-autobind-seqpacket,liteinst,measured,pass,1,1,
c-programs,c-programs/unix-autobind-stream,liteinst,measured,pass,1,1,
c-programs,c-programs/ustat-enosys,liteinst,measured,pass,1,1,
c-programs,c-programs/vforkexec,liteinst,measured,diverge,0,0,liteinst-verify-fail-exit1
c-programs,c-programs/vmsplice-enosys,liteinst,measured,pass,1,1,
c-programs,c-programs/wait-on-child,liteinst,measured,diverge,0,0,liteinst-verify-fail-exit1
c-programs,c-programs/writev-determinism,liteinst,measured,diverge,0,0,liteinst-verify-fail-exit1
chaos-c,chaos-c/lock-granularity,liteinst,measured,diverge,0,0,liteinst-verify-fail-exit1
data-handling,data-handling/archive-roundtrip,liteinst,reference-unusable-verify,diverge,0,,liteinst-verify-fail-exit1
data-handling,data-handling/shell-pipeline,liteinst,reference-unusable-verify,diverge,0,,liteinst-verify-fail-exit1
debugger-c,debugger-c/debuggee,liteinst,measured,pass,1,1,
determinism-stress,determinism-stress/example-race,liteinst,measured,diverge,0,0,liteinst-verify-fail-exit1
determinism-stress,determinism-stress/order-violation,liteinst,measured,diverge,0,0,liteinst-verify-fail-exit1
determinism-stress,determinism-stress/process-chains,liteinst,reference-unusable-verify,diverge,0,,liteinst-verify-fail-exit1
determinism-stress,determinism-stress/thread-contention,liteinst,reference-unusable-verify,diverge,0,,liteinst-verify-fail-exit1
determinism-stress,determinism-stress/thread-output,liteinst,measured,diverge,0,0,liteinst-verify-fail-exit1
determinism-stress-c,determinism-stress-c/fork-tree,liteinst,measured,diverge,0,0,liteinst-verify-fail-exit1
determinism-stress-c,determinism-stress-c/lock-free,liteinst,measured,diverge,0,0,liteinst-verify-fail-exit1
determinism-stress-c,determinism-stress-c/mmap-fork-shared,liteinst,measured,diverge,0,0,liteinst-verify-fail-exit1
determinism-stress-c,determinism-stress-c/pid-tid,liteinst,measured,diverge,0,0,liteinst-verify-fail-exit1
determinism-stress-c,determinism-stress-c/pipe-chain,liteinst,measured,diverge,0,0,liteinst-verify-fail-exit1
determinism-stress-c,determinism-stress-c/pipe-prefill,liteinst,measured,diverge,0,0,liteinst-verify-fail-exit1
determinism-stress-c,determinism-stress-c/producer-consumer,liteinst,measured,diverge,0,0,liteinst-verify-fail-exit1
determinism-stress-c,determinism-stress-c/signal-order,liteinst,measured,diverge,0,0,liteinst-verify-fail-exit1
determinism-stress-c,determinism-stress-c/thread-contention,liteinst,reference-unusable-verify,diverge,0,,liteinst-verify-fail-exit1
determinism-stress-c,determinism-stress-c/thread-stress,liteinst,measured,diverge,0,0,liteinst-verify-fail-exit1
language-runtimes,language-runtimes/bash-loop-pipe-time,liteinst,measured,diverge,0,0,liteinst-verify-fail-exit1
language-runtimes,language-runtimes/example-python-random,liteinst,measured,pass,1,1,
language-runtimes,language-runtimes/gawk-random,liteinst,measured,diverge,0,0,liteinst-verify-fail-exit1
language-runtimes,language-runtimes/perl-io-subprocess-time,liteinst,measured,diverge,0,0,liteinst-verify-fail-exit1
language-runtimes,language-runtimes/python-hash-determinism,liteinst,measured,diverge,0,0,liteinst-verify-fail-exit1
language-runtimes,language-runtimes/python-io-subprocess-time,liteinst,measured,diverge,0,0,liteinst-verify-fail-exit1
