bucket,test_id,program,lane,scope_state,ptrace_exit,num_processes,num_threads,liteinst_exit,verify_exit,parity,deterministic,ptrace_stdout_sha256,liteinst_stdout_sha256,duration_ms,reason
c-programs,c-programs/prodcons-determinism,tests/c/prodcons_determinism.c,portable,excluded-topology,0,1,8,,,,,81282a1fb8147d5cf198f784f93142129205c96b3a1587329eda16ce1581673e,,,outside-scope-processes1-threads8
c-programs,c-programs/pselect6-simulation,tests/c/pselect6_simulation.c,portable,excluded-topology,0,1,3,,,,,67433759fd492e6d24f38014b07747f5145be3843ab00c35b80be9adf9d9ccc3,,,outside-scope-processes1-threads3
c-programs,c-programs/ptrace-attach-eperm,tests/c/ptrace_attach_eperm.c,portable,excluded-topology,0,2,2,,,,,25f63715123ddf1c4ec3e946e92d0fe151f168922dab1aa17b85c2b2a4135871,,,outside-scope-processes2-threads2
c-programs,c-programs/ptrace-eperm,tests/c/ptrace_eperm.c,portable,measured-spst,0,1,1,0,0,1,1,4357c8a18b9107c54242303395afea99ea744c6c288d8db499b4e1062383de17,4357c8a18b9107c54242303395afea99ea744c6c288d8db499b4e1062383de17,1402,
c-programs,c-programs/ptrace-seize-eperm,tests/c/ptrace_seize_eperm.c,portable,excluded-topology,0,2,2,,,,,e0f7562eb309e0d62386261143dc59d4f0f39aac77c2584423beb7b5546e112a,,,outside-scope-processes2-threads2
c-programs,c-programs/ptrace-traceme-eperm,tests/c/ptrace_traceme_eperm.c,portable,measured-spst,0,1,1,0,0,1,1,7ceef18c073f15987e5d89441dc5bf378f7c1b50e8bf3ac626a6ea3eaa9cad56,7ceef18c073f15987e5d89441dc5bf378f7c1b50e8bf3ac626a6ea3eaa9cad56,1620,
c-programs,c-programs/pty-nr-count,tests/c/pty_nr_count.c,portable,measured-spst,0,1,1,0,0,1,1,d6aa3c553b74b5052939893a096d0f320c69d79a52c3ed819d2c10f57ea6e3ac,d6aa3c553b74b5052939893a096d0f320c69d79a52c3ed819d2c10f57ea6e3ac,1533,
c-programs,c-programs/racewrite-nostdlib,tests/c/simple/racewrite_nostdlib.c,portable,excluded-static,,,,,,,,,,,static-elf-outside-liteinst-preload-scope
c-programs,c-programs/random-sources,tests/c/random_sources.c,portable,excluded-topology,0,1,5,,,,,746f1f2a57646ced78a941eadf43495e1e81bdfde837288b562043c60103d89c,,,outside-scope-processes1-threads5
c-programs,c-programs/rcx-canonicalization,tests/c/rcx_canonicalization.c,portable,measured-spst,0,1,1,0,0,1,1,60ab39b068f20e83e1e12d5fc849301a3ee11bab51ddf3f0f8240e5c38b7ed25,60ab39b068f20e83e1e12d5fc849301a3ee11bab51ddf3f0f8240e5c38b7ed25,1415,
c-programs,c-programs/record-replay-fd-close,tests/c/record_replay_fd_close.c,portable,measured-spst,0,1,1,1,1,0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,918,liteinst-run-exit1;liteinst-verify-exit1;ptrace-exit-stdout-mismatch
c-programs,c-programs/record-replay-file-state,tests/c/record_replay_file_state.c,portable,excluded-topology,0,2,2,,,,,d268fdbcb2aaea519d6f8b15d5e78ce369dd8ebf69be7c2941316f26c0e02471,,,outside-scope-processes2-threads2
c-programs,c-programs/record-replay-lseek-seek-cur,tests/c/record_replay_lseek_seek_cur.c,portable,unclassified,2,,,,,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,,ptrace-reference-fail-exit2
c-programs,c-programs/record-replay-setsockopt,tests/c/record_replay_setsockopt.c,portable,measured-spst,0,1,1,0,0,1,1,81a01674bdbc3ed8aff53344a3ca68dd615e08ff5a413f537980546e30757714,81a01674bdbc3ed8aff53344a3ca68dd615e08ff5a413f537980546e30757714,1489,
c-programs,c-programs/recvmsg-scm-rights-mmap,tests/c/recvmsg_scm_rights_mmap.c,portable,measured-spst,0,1,1,0,0,1,1,50212370d90ce8b680af7c5a9448684c494dc504956193611b2f034831e5c80d,50212370d90ce8b680af7c5a9448684c494dc504956193611b2f034831e5c80d,1507,
c-programs,c-programs/remap-file-pages-anonymous-enosys,tests/c/remap_file_pages_anonymous_enosys.c,portable,measured-spst,0,1,1,0,0,1,1,18b174a569bfacdfaa99b5ec11dec76b5c857e910913d52f2b0886ccf43c8de5,18b174a569bfacdfaa99b5ec11dec76b5c857e910913d52f2b0886ccf43c8de5,1516,
c-programs,c-programs/remap-file-pages-memfd-enosys,tests/c/remap_file_pages_memfd_enosys.c,portable,measured-spst,0,1,1,0,0,1,1,bd053ef4819b7e8bcfbb6cae1bfce238da7007e770af9efcdd46419aedff5631,bd053ef4819b7e8bcfbb6cae1bfce238da7007e770af9efcdd46419aedff5631,1511,
c-programs,c-programs/remap-file-pages-tmpfile-enosys,tests/c/remap_file_pages_tmpfile_enosys.c,portable,measured-spst,0,1,1,0,0,1,1,86f8d7cfd95fa8053265e9077e7cefc2b5f36f9060c8719f7f2652421a984d31,86f8d7cfd95fa8053265e9077e7cefc2b5f36f9060c8719f7f2652421a984d31,1469,
c-programs,c-programs/request-key-enosys,tests/c/request_key_enosys.c,portable,measured-spst,0,1,1,0,0,1,1,745b53ba9579787b43a3a4b6271a471d8915b07ef8be45f28360fc0fb683d9d1,745b53ba9579787b43a3a4b6271a471d8915b07ef8be45f28360fc0fb683d9d1,1463,
c-programs,c-programs/resource-determinism,tests/c/resource_determinism.c,portable,excluded-topology,0,3,3,,,,,6018c0447302fb178624d2cfe7bee6e92506fd911511becfd26f87350f2ef484,,,outside-scope-processes3-threads3
c-programs,c-programs/sched-setattr-batch,tests/c/sched_setattr_batch.c,portable,measured-spst,0,1,1,0,0,1,1,99eac8d5cfe2b3c98d2a509ad3c4095f749dedf91bfe3a50c888ca25482ff328,99eac8d5cfe2b3c98d2a509ad3c4095f749dedf91bfe3a50c888ca25482ff328,1418,
c-programs,c-programs/sched-setattr-idle,tests/c/sched_setattr_idle.c,portable,measured-spst,0,1,1,0,0,1,1,5ee4cb2f5210f1a5945af443dbb57effe1a8f04c69f632d2391781c6f900af7c,5ee4cb2f5210f1a5945af443dbb57effe1a8f04c69f632d2391781c6f900af7c,1393,
c-programs,c-programs/sched-setattr-other,tests/c/sched_setattr_other.c,portable,measured-spst,0,1,1,0,0,1,1,b9b3b39b4487c39eff3a18989355c0d25dae1bbef9c9eb9868729f3335163e9d,b9b3b39b4487c39eff3a18989355c0d25dae1bbef9c9eb9868729f3335163e9d,1421,
c-programs,c-programs/sched-yield-progress,tests/c/sched_yield_progress.c,portable,excluded-topology,0,1,2,,,,,0cf05b84c117bf29ad0908b6ed54b07ab9fd5cd576bd8e2c42ac2411eec42a5e,,,outside-scope-processes1-threads2
c-programs,c-programs/scheduler-policy-queries,tests/c/scheduler_policy_queries.c,portable,measured-spst,0,1,1,0,0,1,1,49a4292eaa9d835040b884177ac3fed11611ee037c7577af8a28d977675dde27,49a4292eaa9d835040b884177ac3fed11611ee037c7577af8a28d977675dde27,1426,
c-programs,c-programs/setitimer-determinism,tests/c/setitimer_determinism.c,portable,measured-spst,0,1,1,0,0,1,1,aa8afff1d4a0e29340065da47212a4ac237980d07744f94ed540f13789097ba5,aa8afff1d4a0e29340065da47212a4ac237980d07744f94ed540f13789097ba5,1530,
c-programs,c-programs/sigmask-preemption,tests/c/sigmask_preemption.c,portable,excluded-topology,0,1,5,,,,,33120d6f8e5896b4921d592649470484fdfb0c3438aedd6f7a19dc625829cb76,,,outside-scope-processes1-threads5
c-programs,c-programs/signal-determinism,tests/c/signal_determinism.c,portable,unclassified,2,,,,,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,,ptrace-reference-fail-exit2
c-programs,c-programs/sigpipe-siginfo,tests/c/sigpipe_siginfo.c,portable,measured-spst,0,1,1,0,0,1,1,57183d003d231921d403a385a50ab1282fa28a31b248357f7c19d1071854e87c,57183d003d231921d403a385a50ab1282fa28a31b248357f7c19d1071854e87c,1510,
c-programs,c-programs/sigtimedwait-no-timeout,tests/c/sigtimedwait-no-timeout.c,portable,excluded-topology,0,1,3,,,,,879d7ab11fa7ee8fb9ef0480411cf236c70259b0e020427b92a7c3bb89fbb729,,,outside-scope-processes1-threads3
c-programs,c-programs/sigtimedwait-timeout-0s,tests/c/sigtimedwait-timeout-0s.c,portable,excluded-topology,0,1,3,,,,,1fdb5bc221fec017d7d094e8aeef5164e5684040b75235798955040a2cae9573,,,outside-scope-processes1-threads3
c-programs,c-programs/sigtimedwait-timeout-1s,tests/c/sigtimedwait-timeout-1s.c,portable,excluded-topology,0,1,3,,,,,879d7ab11fa7ee8fb9ef0480411cf236c70259b0e020427b92a7c3bb89fbb729,,,outside-scope-processes1-threads3
c-programs,c-programs/so-incoming-cpu-tcp4,tests/c/so_incoming_cpu_tcp4.c,portable,measured-spst,0,1,1,0,0,1,1,37d9e0d38876a4913d49d1524721047328ff7d139c4bea030fc003d86325cb12,37d9e0d38876a4913d49d1524721047328ff7d139c4bea030fc003d86325cb12,1450,
c-programs,c-programs/so-incoming-cpu-tcp6,tests/c/so_incoming_cpu_tcp6.c,portable,measured-spst,0,1,1,0,0,1,1,71986d6a252d40985852f55c3577bc0d86ae15e892c678bea20d0f320e584593,71986d6a252d40985852f55c3577bc0d86ae15e892c678bea20d0f320e584593,1819,
c-programs,c-programs/so-incoming-cpu-udp4,tests/c/so_incoming_cpu_udp4.c,portable,measured-spst,0,1,1,0,0,1,1,b49fc8be9466892afd2c8ad552ba7b28128fc5ac32fc5d89f9a1146264aa4dc7,b49fc8be9466892afd2c8ad552ba7b28128fc5ac32fc5d89f9a1146264aa4dc7,1430,
c-programs,c-programs/socket-cookie-tcp,tests/c/socket_cookie_tcp.c,portable,measured-spst,0,1,1,0,0,0,1,0d7b76545ff7cd8563a7f6f7a4e9750d94ea3d11150c146892415fc6fc408901,ecc93e0b59ade23cab66ea45254853ec656a8f075ba7d2cbed7f1125349ba338,1423,ptrace-exit-stdout-mismatch
c-programs,c-programs/socket-cookie-udp,tests/c/socket_cookie_udp.c,portable,measured-spst,0,1,1,0,0,0,1,a6ae2846a83a7c58d80edbf7f87f66a120ffade58c2523b95bb9d8c0fe95314e,3e7153cdb5b4661c9ae5342942a37308efe68371f467a637a1e50c4244cc6254,1453,ptrace-exit-stdout-mismatch
c-programs,c-programs/socket-cookie-unix,tests/c/socket_cookie_unix.c,portable,measured-spst,0,1,1,0,0,0,1,8a1ce4faf2c22e0414df7ba82c032909e955ec642c46d9679e150633c382ed37,2df4f6795908be5af03dac182e444147c086b5db83afc60bfc38dbb1d4ea7829,1442,ptrace-exit-stdout-mismatch
c-programs,c-programs/socket-ioctl-timestamp,tests/c/socket_ioctl_timestamp.c,portable,unclassified,1,,,,,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,,ptrace-reference-fail-exit1
c-programs,c-programs/socket-timestamp-edge-cases,tests/c/socket_timestamp_edge_cases.c,portable,measured-spst,0,1,1,6,1,0,0,6d78f2c83e9d3ba3c5b0d3a7ce658cfef0968c3e9bf34eaff6b6c5e473049594,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,925,liteinst-run-exit6;liteinst-verify-exit1;ptrace-exit-stdout-mismatch
c-programs,c-programs/socket-timestamp-timespec,tests/c/socket_timestamp_timespec.c,portable,measured-spst,0,1,1,0,0,0,1,09cc3943e5ddd55dd9c0c2566180e096b7d72e7b8b862fb7bb8d2bb01deeee03,511671d24438d6a3207399be6501ca182eeb121cfc6e657f35aa3064f4e94362,1482,ptrace-exit-stdout-mismatch
c-programs,c-programs/socket-timestamp-timeval,tests/c/socket_timestamp_timeval.c,portable,measured-spst,0,1,1,0,0,0,1,ed54d6695b8b312e7f7836711dbb56a74e3613305078fea34e51ed34eee083d3,822ad4fb37a45896681492efc2a6352b9f3957b30201307fcef1d9002716958f,1474,ptrace-exit-stdout-mismatch
c-programs,c-programs/splice-enosys,tests/c/splice_enosys.c,portable,measured-spst,0,1,1,0,0,1,1,0bc4f64fe4ad2292443e402eba4830484779aeb4370264c9c0abfa7a78f95c8e,0bc4f64fe4ad2292443e402eba4830484779aeb4370264c9c0abfa7a78f95c8e,1499,
c-programs,c-programs/statmount-enosys,tests/c/statmount_enosys.c,portable,measured-spst,0,1,1,0,0,1,1,84a55d7cfcd9fe81a459d4852c82ddf5ad78845213534c19fa6dcdef66cfdf95,84a55d7cfcd9fe81a459d4852c82ddf5ad78845213534c19fa6dcdef66cfdf95,1468,
c-programs,c-programs/syscall-file-io,tests/c/syscall_file_io.c,portable,measured-spst,0,1,1,0,0,1,1,632d0f8b9698ef9868e243dd5432fca72d482ec38beb954c8af6f6ddf94e8e51,632d0f8b9698ef9868e243dd5432fca72d482ec38beb954c8af6f6ddf94e8e51,1598,
c-programs,c-programs/syscall-file-metadata,tests/c/syscall_file_metadata.c,portable,measured-spst,0,1,1,0,0,1,1,57a74d78ecf93f4f8f188f946cdd5345bed2d126fc15a9f362d320bed2c5236a,57a74d78ecf93f4f8f188f946cdd5345bed2d126fc15a9f362d320bed2c5236a,1780,
c-programs,c-programs/syscall-quick-wins,tests/c/syscall_quick_wins.c,portable,measured-spst,0,1,1,0,0,1,1,5d19b00a019f367eb9008a6429952f1970209bcf9d10ccae126091a6cdd87193,5d19b00a019f367eb9008a6429952f1970209bcf9d10ccae126091a6cdd87193,1573,
c-programs,c-programs/sysfs-enosys,tests/c/sysfs_enosys.c,portable,measured-spst,0,1,1,0,0,1,1,77a60c6b8a6c3c908333e6f4dfa94a2c397b1bd7c93991eebb8ed5915b0ad95f,77a60c6b8a6c3c908333e6f4dfa94a2c397b1bd7c93991eebb8ed5915b0ad95f,1458,
c-programs,c-programs/sysinfo,tests/c/sysinfo.c,portable,measured-spst,0,1,1,0,0,0,1,111b8f874818970dd0f000d36aba05e6d8fc58a961fa14f603378ff7322e995a,9bbc9ccaaf8312d7bb6b21bb5c447d23b49e9fc6c98c7c4e10aac6a7279e3634,1420,ptrace-exit-stdout-mismatch
c-programs,c-programs/sysinfo-uptime,tests/c/sysinfo_uptime.c,portable,excluded-topology,0,1,3,,,,,2c26766dc46b864247fe9be1f0501ce27cb4b0b3aad1b9c997e75416e7589d80,,,outside-scope-processes1-threads3
c-programs,c-programs/syslog-deterministic,tests/c/syslog_deterministic.c,portable,measured-spst,0,1,1,0,0,1,1,c23edf066d3bda360f91b47308f840e8b42b87278b5e379c8d71d8bf10a255d2,c23edf066d3bda360f91b47308f840e8b42b87278b5e379c8d71d8bf10a255d2,1434,
c-programs,c-programs/sysv-sem-enosys,tests/c/sysv_sem_enosys.c,portable,measured-spst,0,1,1,0,0,1,1,f024dd91d8c142074c08ff93925022b5acfeab0e3d58d7ea1fdbdee13ebada99,f024dd91d8c142074c08ff93925022b5acfeab0e3d58d7ea1fdbdee13ebada99,1440,
c-programs,c-programs/sysv-shm-enosys,tests/c/sysv_shm_enosys.c,portable,measured-spst,0,1,1,0,0,1,1,7b4564e64aa38d43273e5e7e1df8e80071b1c9219f7de2628fa37e6ab4da5794,7b4564e64aa38d43273e5e7e1df8e80071b1c9219f7de2628fa37e6ab4da5794,1443,
c-programs,c-programs/tcp-info-accept4,tests/c/tcp_info_accept4.c,portable,measured-spst,0,1,1,0,0,1,1,c830be750b315e97d977e5cc40104658ccccaf34f1b26068556c22b37f7cf950,c830be750b315e97d977e5cc40104658ccccaf34f1b26068556c22b37f7cf950,1515,
c-programs,c-programs/tcp-info-accept6,tests/c/tcp_info_accept6.c,portable,measured-spst,0,1,1,0,0,1,1,4b386d711c9c58617076dd9ffc01f4f517fc3f6d7d1a21c78d5b728fa66ad5ec,4b386d711c9c58617076dd9ffc01f4f517fc3f6d7d1a21c78d5b728fa66ad5ec,1500,
c-programs,c-programs/tcp-info-client4,tests/c/tcp_info_client4.c,portable,measured-spst,0,1,1,0,0,1,1,29047556927b663805202185a671154cc0f9331208fdb57bc9fefe51e26f9d74,29047556927b663805202185a671154cc0f9331208fdb57bc9fefe51e26f9d74,1469,
c-programs,c-programs/tee-enosys,tests/c/tee_enosys.c,portable,measured-spst,0,1,1,0,0,1,1,1c8d3e5b5c25e921430729592b73be499a63f45dc355ac8686a3070d1e2f6108,1c8d3e5b5c25e921430729592b73be499a63f45dc355ac8686a3070d1e2f6108,1399,
c-programs,c-programs/thread-self-procfs-handoff,tests/c/thread_self_procfs_handoff.c,portable,excluded-topology,0,1,2,,,,,4ec014d923f7213d78fc3fe481bb1e5a1afe2966878e2967593bac452513edd6,,,outside-scope-processes1-threads2
c-programs,c-programs/thread-sync-determinism,tests/c/thread_sync_determinism.c,portable,unclassified,2,,,,,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,,ptrace-reference-fail-exit2
c-programs,c-programs/threadexhaustion,tests/c/threadExhaustion.c,portable,excluded-topology,0,1,6,,,,,6ed164be2f904840f8cd736bc12bac0858d8d7238d37fbebd539fbac7d14d0ed,,,outside-scope-processes1-threads6
c-programs,c-programs/timer-create-determinism,tests/c/timer_create_determinism.c,portable,measured-spst,0,1,1,0,0,1,1,88d3c6bddc5cce602a98a315d6413f65c9be3b4af294699a8a553337ef4033ae,88d3c6bddc5cce602a98a315d6413f65c9be3b4af294699a8a553337ef4033ae,1468,
c-programs,c-programs/uname,tests/c/uname.c,portable,measured-spst,0,1,1,0,0,1,1,29a9d1c5f680e45d5fdca33498014a47ce0a123af49e3fecb74543db547788be,29a9d1c5f680e45d5fdca33498014a47ce0a123af49e3fecb74543db547788be,1389,
c-programs,c-programs/unix-autobind-dgram,tests/c/unix_autobind_dgram.c,portable,measured-spst,0,1,1,0,0,1,1,b3679cef7d4cbb0bfc40803796036d2ea2e8262e846ad4d345c0c0646e79d21b,b3679cef7d4cbb0bfc40803796036d2ea2e8262e846ad4d345c0c0646e79d21b,1452,
c-programs,c-programs/unix-autobind-seqpacket,tests/c/unix_autobind_seqpacket.c,portable,measured-spst,0,1,1,0,0,1,1,adab29374a2e454a06823fd8e1ecc9ba038ed4be7ad9f95ae67cebeec58a3d8c,adab29374a2e454a06823fd8e1ecc9ba038ed4be7ad9f95ae67cebeec58a3d8c,1422,
c-programs,c-programs/unix-autobind-stream,tests/c/unix_autobind_stream.c,portable,measured-spst,0,1,1,0,0,1,1,91304ad318232da9ea6432240290691ddc20ad0ebf2e4c889c7ab6cd3f71db0c,91304ad318232da9ea6432240290691ddc20ad0ebf2e4c889c7ab6cd3f71db0c,1406,
c-programs,c-programs/ustat-enosys,tests/c/ustat_enosys.c,portable,measured-spst,0,1,1,0,0,1,1,a3385f3800f1f726246c5551a73e98c6ae29a6dd2757326caac8afdf53bb90d3,a3385f3800f1f726246c5551a73e98c6ae29a6dd2757326caac8afdf53bb90d3,1442,
c-programs,c-programs/vforkexec,tests/c/vforkExec.c,portable,excluded-topology,0,2,2,,,,,0b81d8eab80efacf70ba6424c9fd0f53d1403305f94b4b9e5672d5c85d1b7b83,,,outside-scope-processes2-threads2
c-programs,c-programs/vmsplice-enosys,tests/c/vmsplice_enosys.c,portable,measured-spst,0,1,1,0,0,1,1,8f5a5d41aa1ad4af965f89cb80f73347c556f46f42dfaca5a32853b7798fe6f0,8f5a5d41aa1ad4af965f89cb80f73347c556f46f42dfaca5a32853b7798fe6f0,1439,
c-programs,c-programs/wait-on-child,tests/c/wait_on_child.c,portable,excluded-topology,0,2,2,,,,,67184c0256b520d88626d2515c464e95a061da32eb566e7b72e70e19dda43ab4,,,outside-scope-processes2-threads2
c-programs,c-programs/writev-determinism,tests/c/writev_determinism.c,portable,excluded-topology,0,2,3,,,,,eb8a913e793713b83b51c96ac1cd869341c248089de48b8cf986bcf3fa552493,,,outside-scope-processes2-threads3
chaos-c,chaos-c/lock-granularity,tests/chaos/lock_granularity.c,portable,excluded-topology,0,1,3,,,,,1cd27b440cf0189a08ed714e62668d8ff37ae183e61d111b8ee14b2759ad2b2d,,,outside-scope-processes1-threads3
data-handling,data-handling/archive-roundtrip,tests/e2e/data-handling/archive-roundtrip.sh,portable,excluded-topology,0,9,9,,,,,75df46d74316e7cd7b6868773eccbf7c51e3542af38cf8e0fbe8dfac251aeb63,,,outside-scope-processes9-threads9
data-handling,data-handling/shell-pipeline,tests/e2e/data-handling/shell-pipeline.sh,portable,excluded-topology,0,15,15,,,,,a8280454edf275597c351b63093fd07d3936bb28a2cfc2cb7321f9949516bd58,,,outside-scope-processes15-threads15
debugger-c,debugger-c/debuggee,tests/debugger/guests/debuggee.c,portable,measured-spst,0,1,1,0,0,1,1,48d3d236efc470a63642ab7a23fc174f378f389d2f6738b84db4f7a550ce4192,48d3d236efc470a63642ab7a23fc174f378f389d2f6738b84db4f7a550ce4192,1508,
determinism-stress-c,determinism-stress-c/fork-tree,tests/e2e/determinism-stress/fork_tree.c,portable,excluded-topology,0,13,13,,,,,8ddf8b17d77780a3d7a236df0e42893354e51a485e840d08fc7906ef2207637f,,,outside-scope-processes13-threads13
determinism-stress-c,determinism-stress-c/lock-free,tests/e2e/determinism-stress/guests/lock_free.c,portable,excluded-topology,0,1,5,,,,,b3bab857d371911d8565e55d6907439bd3c32995e2938f1ac285ce02884c9c54,,,outside-scope-processes1-threads5
determinism-stress-c,determinism-stress-c/mmap-fork-shared,tests/e2e/determinism-stress/mmap_fork_shared.c,portable,excluded-topology,0,2,2,,,,,cc89b297383dff63af7b831f2ba6075fb65be2276ce33f47bbb000fc30b21a17,,,outside-scope-processes2-threads2
determinism-stress-c,determinism-stress-c/pid-tid,tests/e2e/determinism-stress/guests/pid_tid.c,portable,excluded-topology,0,2,6,,,,,384b77c5cf9f3306b8afccc60bc227b36e48d475a55ffb34099a2abeb98dec9b,,,outside-scope-processes2-threads6
determinism-stress-c,determinism-stress-c/pipe-chain,tests/e2e/determinism-stress/pipe_chain.c,portable,excluded-topology,0,6,6,,,,,46835a9f9f1301b70e85965ac99fdb8f14d2b4a1b9422ded59ac214abefd768d,,,outside-scope-processes6-threads6
determinism-stress-c,determinism-stress-c/pipe-prefill,tests/e2e/determinism-stress/pipe_prefill.c,portable,excluded-topology,0,2,2,,,,,85f07bae7e5247a9311974855de758b431bedf55bf167fc173adc6e9877db1f6,,,outside-scope-processes2-threads2
determinism-stress-c,determinism-stress-c/producer-consumer,tests/e2e/determinism-stress/producer_consumer.c,portable,excluded-topology,0,1,6,,,,,4a1f3835471600bc0823a28a5669705a0e6864214ae213a1083b4c1bf10c50bf,,,outside-scope-processes1-threads6
determinism-stress-c,determinism-stress-c/signal-order,tests/e2e/determinism-stress/guests/signal_order.c,portable,excluded-topology,0,1,3,,,,,e4b06b822726e5ff96ca7bcbbf59e764019be179d7b198987fd4c4216687561a,,,outside-scope-processes1-threads3
determinism-stress-c,determinism-stress-c/thread-contention,tests/e2e/determinism-stress/thread_contention.c,portable,unclassified,1,,,,,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,,ptrace-reference-fail-exit1
determinism-stress-c,determinism-stress-c/thread-stress,tests/e2e/determinism-stress/thread_stress.c,portable,excluded-topology,0,1,5,,,,,5cc9e2f4adb1ce9d9da8fd455891107712ac699631b4d0b492f52be27a71ba73,,,outside-scope-processes1-threads5
determinism-stress,determinism-stress/order-violation,tests/chaos/order_violation.c,portable,excluded-topology,0,1,3,,,,,0ba904eae8773b70c75333db4de2f3ac45a8ad4ddba1b242f0b3cfc199391dd8,,,outside-scope-processes1-threads3
determinism-stress,determinism-stress/process-chains,tests/e2e/determinism-stress/process-chains.sh,portable,unclassified,127,,,,,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,,ptrace-reference-fail-exit127
determinism-stress,determinism-stress/thread-contention,tests/e2e/determinism-stress/thread-contention.sh,portable,unclassified,127,,,,,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,,ptrace-reference-fail-exit127
determinism-stress,determinism-stress/thread-output,tests/e2e/determinism-stress/thread-output.sh,portable,excluded-topology,0,2,2,,,,,44f4a9c5837349cffaaf778ab4ddf4fc799d6bb3ef0d14b6fce4bc36f4000a93,,,outside-scope-processes2-threads2
language-runtimes,language-runtimes/bash-loop-pipe-time,tests/e2e/language-runtimes/bash-loop-pipe-time.sh,portable,excluded-topology,0,15,15,,,,,2beeedcc264e658c1afc4b9115381a6bedd6bcd90b2ba525cc72739c39ce9a3f,,,outside-scope-processes15-threads15
language-runtimes,language-runtimes/gawk-random,tests/e2e/language-runtimes/gawk-random.sh,portable,measured-spst,0,1,1,1,1,0,0,04427acdbdc27dceba6e78a1623682e9363586e78bcd894100c7b1bf625e92fe,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,930,liteinst-run-exit1;liteinst-verify-exit1;ptrace-exit-stdout-mismatch
language-runtimes,language-runtimes/perl-io-subprocess-time,tests/e2e/language-runtimes/perl-io-subprocess-time.sh,portable,excluded-topology,0,2,2,,,,,d7872dd150cfaf38ffeb9fbc829efbab7595ea52c2c58d1824645dc159e8bf2e,,,outside-scope-processes2-threads2
language-runtimes,language-runtimes/python-hash-determinism,tests/e2e/language-runtimes/python-hash-determinism.sh,portable,measured-spst,0,1,1,1,1,0,0,cea342868e9c8ddfed8b961d54db0727b257e72a5dfded2715d37011200820f2,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,948,liteinst-run-exit1;liteinst-verify-exit1;ptrace-exit-stdout-mismatch
language-runtimes,language-runtimes/python-io-subprocess-time,tests/e2e/language-runtimes/python-io-subprocess-time.sh,portable,excluded-topology,0,3,23,,,,,a92b75ac989ce8e105da9eaab8afee383663ac6658eb2e050f0112f396ad94f0,,,outside-scope-processes3-threads23
language-runtimes,language-runtimes/python-random,tests/e2e/language-runtimes/python-random.sh,portable,measured-spst,0,1,1,1,1,0,0,9a7611b282b9eacf3b13ff466a731f3b5c31619ddfe5665214ea8e8e5a97a950,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,907,liteinst-run-exit1;liteinst-verify-exit1;ptrace-exit-stdout-mismatch
shared-futex-c,shared-futex-c/qemu-exec-init,tests/shared-futex-verify/qemu_exec_init.c,portable,excluded-static,,,,,,,,,,,static-elf-outside-liteinst-preload-scope
shared-futex-c,shared-futex-c/qemu-hello,tests/shared-futex-verify/qemu_hello.c,portable,unclassified,7,,,,,,,9ea4709e7c24602ba619d6ae109051a4df65ce643d978faa5fcc1dfffc35acef,,,ptrace-reference-fail-exit7
shared-futex-c,shared-futex-c/qemu-init,tests/shared-futex-verify/qemu_init.c,portable,excluded-static,,,,,,,,,,,static-elf-outside-liteinst-preload-scope
shared-futex-c,shared-futex-c/qemu-net-init,tests/shared-futex-verify/qemu_net_init.c,portable,excluded-static,,,,,,,,,,,static-elf-outside-liteinst-preload-scope
system-utils,system-utils/clock-determinism,tests/c/clock_determinism.c,portable,measured-spst,0,1,1,0,0,0,1,3aac9e0db1ee47e837458f2662564b111d79d0dfd15d664bbc2dc4c0b85fea48,50edf9b105d4d597aadc8720d902afba59dc0d68ae625b563216c8d0c1434ff2,1460,ptrace-exit-stdout-mismatch
system-utils,system-utils/date-nanoseconds,tests/e2e/system-utils/date-nanoseconds.sh,portable,excluded-topology,0,2,2,,,,,e52ae13ec40d44c3d78cb4c5df73ea1c2b51e3923cafade84809fd68285bdbf7,,,outside-scope-processes2-threads2
