fixture,program,mode,backend,cell,actual_run
kcmp-refusal,kcmp_refusal,verify,sabre,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
kcmp-refusal,kcmp_refusal,verify,e9patch,NOT-WIRED,cannot-execute-here: not-in-build
kcmp-refusal,kcmp_refusal,naked,ptrace,NOT-WIRED,
kcmp-refusal,kcmp_refusal,naked,kvm,NOT-WIRED,cannot-execute-here: HUNG(no verdict in 60s)
kcmp-refusal,kcmp_refusal,naked,dbi,NOT-WIRED,cannot-execute-here: not-in-build
kcmp-refusal,kcmp_refusal,naked,liteinst,NOT-WIRED,cannot-execute-here: runtime .so missing
kcmp-refusal,kcmp_refusal,naked,sabre,NOT-WIRED,cannot-execute-here: not-in-build
kcmp-refusal,kcmp_refusal,naked,e9patch,NOT-WIRED,cannot-execute-here: not-in-build
kcmp-refusal,kcmp_refusal,replay,ptrace,DECLINED-IN-MANIFEST,
kcmp-refusal,kcmp_refusal,replay,kvm,DECLINED-IN-MANIFEST,cannot-execute-here: HUNG(no verdict in 60s)
kcmp-refusal,kcmp_refusal,replay,dbi,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
kcmp-refusal,kcmp_refusal,replay,liteinst,DECLINED-IN-MANIFEST,cannot-execute-here: runtime .so missing
kcmp-refusal,kcmp_refusal,replay,sabre,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
kcmp-refusal,kcmp_refusal,replay,e9patch,NOT-WIRED,cannot-execute-here: not-in-build
kcmp-refusal,kcmp_refusal,chaos,ptrace,DECLINED-IN-MANIFEST,
kcmp-refusal,kcmp_refusal,chaos,kvm,DECLINED-IN-MANIFEST,cannot-execute-here: HUNG(no verdict in 60s)
kcmp-refusal,kcmp_refusal,chaos,dbi,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
kcmp-refusal,kcmp_refusal,chaos,liteinst,DECLINED-IN-MANIFEST,cannot-execute-here: runtime .so missing
kcmp-refusal,kcmp_refusal,chaos,sabre,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
kcmp-refusal,kcmp_refusal,chaos,e9patch,NOT-WIRED,cannot-execute-here: not-in-build
kcmp-refusal,kcmp_refusal,custom,ptrace,DECLINED-IN-MANIFEST,
kcmp-refusal,kcmp_refusal,custom,kvm,DECLINED-IN-MANIFEST,cannot-execute-here: HUNG(no verdict in 60s)
kcmp-refusal,kcmp_refusal,custom,dbi,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
kcmp-refusal,kcmp_refusal,custom,liteinst,DECLINED-IN-MANIFEST,cannot-execute-here: runtime .so missing
kcmp-refusal,kcmp_refusal,custom,sabre,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
kcmp-refusal,kcmp_refusal,custom,e9patch,NOT-WIRED,cannot-execute-here: not-in-build
linkat-flags,linkat_flags,verify,ptrace,GATED-OFF(ci=false),EXECUTED ok=5 rc=0
linkat-flags,linkat_flags,verify,kvm,DECLINED-IN-MANIFEST,cannot-execute-here: HUNG(no verdict in 60s)
linkat-flags,linkat_flags,verify,dbi,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
linkat-flags,linkat_flags,verify,liteinst,DECLINED-IN-MANIFEST,cannot-execute-here: runtime .so missing
linkat-flags,linkat_flags,verify,sabre,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
linkat-flags,linkat_flags,verify,e9patch,NOT-WIRED,cannot-execute-here: not-in-build
linkat-flags,linkat_flags,naked,ptrace,NOT-WIRED,
linkat-flags,linkat_flags,naked,kvm,NOT-WIRED,cannot-execute-here: HUNG(no verdict in 60s)
linkat-flags,linkat_flags,naked,dbi,NOT-WIRED,cannot-execute-here: not-in-build
linkat-flags,linkat_flags,naked,liteinst,NOT-WIRED,cannot-execute-here: runtime .so missing
linkat-flags,linkat_flags,naked,sabre,NOT-WIRED,cannot-execute-here: not-in-build
linkat-flags,linkat_flags,naked,e9patch,NOT-WIRED,cannot-execute-here: not-in-build
linkat-flags,linkat_flags,replay,ptrace,DECLINED-IN-MANIFEST,
linkat-flags,linkat_flags,replay,kvm,DECLINED-IN-MANIFEST,cannot-execute-here: HUNG(no verdict in 60s)
linkat-flags,linkat_flags,replay,dbi,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
linkat-flags,linkat_flags,replay,liteinst,DECLINED-IN-MANIFEST,cannot-execute-here: runtime .so missing
linkat-flags,linkat_flags,replay,sabre,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
linkat-flags,linkat_flags,replay,e9patch,NOT-WIRED,cannot-execute-here: not-in-build
linkat-flags,linkat_flags,chaos,ptrace,DECLINED-IN-MANIFEST,
linkat-flags,linkat_flags,chaos,kvm,DECLINED-IN-MANIFEST,cannot-execute-here: HUNG(no verdict in 60s)
linkat-flags,linkat_flags,chaos,dbi,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
linkat-flags,linkat_flags,chaos,liteinst,DECLINED-IN-MANIFEST,cannot-execute-here: runtime .so missing
linkat-flags,linkat_flags,chaos,sabre,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
linkat-flags,linkat_flags,chaos,e9patch,NOT-WIRED,cannot-execute-here: not-in-build
linkat-flags,linkat_flags,custom,ptrace,DECLINED-IN-MANIFEST,
linkat-flags,linkat_flags,custom,kvm,DECLINED-IN-MANIFEST,cannot-execute-here: HUNG(no verdict in 60s)
linkat-flags,linkat_flags,custom,dbi,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
linkat-flags,linkat_flags,custom,liteinst,DECLINED-IN-MANIFEST,cannot-execute-here: runtime .so missing
linkat-flags,linkat_flags,custom,sabre,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
linkat-flags,linkat_flags,custom,e9patch,NOT-WIRED,cannot-execute-here: not-in-build
mce-kill-refusal,mce_kill_policy,verify,ptrace,GATED-OFF(ci=false),EXECUTED ok=2 rc=0
mce-kill-refusal,mce_kill_policy,verify,kvm,DECLINED-IN-MANIFEST,cannot-execute-here: HUNG(no verdict in 60s)
mce-kill-refusal,mce_kill_policy,verify,dbi,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
mce-kill-refusal,mce_kill_policy,verify,liteinst,DECLINED-IN-MANIFEST,cannot-execute-here: runtime .so missing
mce-kill-refusal,mce_kill_policy,verify,sabre,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
mce-kill-refusal,mce_kill_policy,verify,e9patch,NOT-WIRED,cannot-execute-here: not-in-build
mce-kill-refusal,mce_kill_policy,naked,ptrace,NOT-WIRED,
mce-kill-refusal,mce_kill_policy,naked,kvm,NOT-WIRED,cannot-execute-here: HUNG(no verdict in 60s)
mce-kill-refusal,mce_kill_policy,naked,dbi,NOT-WIRED,cannot-execute-here: not-in-build
mce-kill-refusal,mce_kill_policy,naked,liteinst,NOT-WIRED,cannot-execute-here: runtime .so missing
mce-kill-refusal,mce_kill_policy,naked,sabre,NOT-WIRED,cannot-execute-here: not-in-build
mce-kill-refusal,mce_kill_policy,naked,e9patch,NOT-WIRED,cannot-execute-here: not-in-build
mce-kill-refusal,mce_kill_policy,replay,ptrace,DECLINED-IN-MANIFEST,
mce-kill-refusal,mce_kill_policy,replay,kvm,DECLINED-IN-MANIFEST,cannot-execute-here: HUNG(no verdict in 60s)
mce-kill-refusal,mce_kill_policy,replay,dbi,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
mce-kill-refusal,mce_kill_policy,replay,liteinst,DECLINED-IN-MANIFEST,cannot-execute-here: runtime .so missing
mce-kill-refusal,mce_kill_policy,replay,sabre,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
mce-kill-refusal,mce_kill_policy,replay,e9patch,NOT-WIRED,cannot-execute-here: not-in-build
mce-kill-refusal,mce_kill_policy,chaos,ptrace,DECLINED-IN-MANIFEST,
mce-kill-refusal,mce_kill_policy,chaos,kvm,DECLINED-IN-MANIFEST,cannot-execute-here: HUNG(no verdict in 60s)
mce-kill-refusal,mce_kill_policy,chaos,dbi,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
mce-kill-refusal,mce_kill_policy,chaos,liteinst,DECLINED-IN-MANIFEST,cannot-execute-here: runtime .so missing
mce-kill-refusal,mce_kill_policy,chaos,sabre,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
mce-kill-refusal,mce_kill_policy,chaos,e9patch,NOT-WIRED,cannot-execute-here: not-in-build
mce-kill-refusal,mce_kill_policy,custom,ptrace,DECLINED-IN-MANIFEST,
mce-kill-refusal,mce_kill_policy,custom,kvm,DECLINED-IN-MANIFEST,cannot-execute-here: HUNG(no verdict in 60s)
mce-kill-refusal,mce_kill_policy,custom,dbi,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
mce-kill-refusal,mce_kill_policy,custom,liteinst,DECLINED-IN-MANIFEST,cannot-execute-here: runtime .so missing
mce-kill-refusal,mce_kill_policy,custom,sabre,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
mce-kill-refusal,mce_kill_policy,custom,e9patch,NOT-WIRED,cannot-execute-here: not-in-build
memfd-create,memfd_create,verify,ptrace,GATED-OFF(ci=false),EXECUTED ok=5 rc=0
memfd-create,memfd_create,verify,kvm,DECLINED-IN-MANIFEST,cannot-execute-here: HUNG(no verdict in 60s)
memfd-create,memfd_create,verify,dbi,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
memfd-create,memfd_create,verify,liteinst,DECLINED-IN-MANIFEST,cannot-execute-here: runtime .so missing
memfd-create,memfd_create,verify,sabre,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
memfd-create,memfd_create,verify,e9patch,NOT-WIRED,cannot-execute-here: not-in-build
memfd-create,memfd_create,naked,ptrace,NOT-WIRED,
memfd-create,memfd_create,naked,kvm,NOT-WIRED,cannot-execute-here: HUNG(no verdict in 60s)
memfd-create,memfd_create,naked,dbi,NOT-WIRED,cannot-execute-here: not-in-build
memfd-create,memfd_create,naked,liteinst,NOT-WIRED,cannot-execute-here: runtime .so missing
memfd-create,memfd_create,naked,sabre,NOT-WIRED,cannot-execute-here: not-in-build
memfd-create,memfd_create,naked,e9patch,NOT-WIRED,cannot-execute-here: not-in-build
memfd-create,memfd_create,replay,ptrace,DECLINED-IN-MANIFEST,
memfd-create,memfd_create,replay,kvm,DECLINED-IN-MANIFEST,cannot-execute-here: HUNG(no verdict in 60s)
memfd-create,memfd_create,replay,dbi,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
memfd-create,memfd_create,replay,liteinst,DECLINED-IN-MANIFEST,cannot-execute-here: runtime .so missing
memfd-create,memfd_create,replay,sabre,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
memfd-create,memfd_create,replay,e9patch,NOT-WIRED,cannot-execute-here: not-in-build
memfd-create,memfd_create,chaos,ptrace,DECLINED-IN-MANIFEST,
memfd-create,memfd_create,chaos,kvm,DECLINED-IN-MANIFEST,cannot-execute-here: HUNG(no verdict in 60s)
memfd-create,memfd_create,chaos,dbi,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
memfd-create,memfd_create,chaos,liteinst,DECLINED-IN-MANIFEST,cannot-execute-here: runtime .so missing
memfd-create,memfd_create,chaos,sabre,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
memfd-create,memfd_create,chaos,e9patch,NOT-WIRED,cannot-execute-here: not-in-build
memfd-create,memfd_create,custom,ptrace,DECLINED-IN-MANIFEST,
memfd-create,memfd_create,custom,kvm,DECLINED-IN-MANIFEST,cannot-execute-here: HUNG(no verdict in 60s)
memfd-create,memfd_create,custom,dbi,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
memfd-create,memfd_create,custom,liteinst,DECLINED-IN-MANIFEST,cannot-execute-here: runtime .so missing
memfd-create,memfd_create,custom,sabre,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
memfd-create,memfd_create,custom,e9patch,NOT-WIRED,cannot-execute-here: not-in-build
mempolicy-default,mempolicy_default,verify,ptrace,GATED-OFF(ci=false),EXECUTED ok=4 rc=0
mempolicy-default,mempolicy_default,verify,kvm,DECLINED-IN-MANIFEST,cannot-execute-here: HUNG(no verdict in 60s)
mempolicy-default,mempolicy_default,verify,dbi,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
mempolicy-default,mempolicy_default,verify,liteinst,DECLINED-IN-MANIFEST,cannot-execute-here: runtime .so missing
mempolicy-default,mempolicy_default,verify,sabre,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
mempolicy-default,mempolicy_default,verify,e9patch,NOT-WIRED,cannot-execute-here: not-in-build
mempolicy-default,mempolicy_default,naked,ptrace,NOT-WIRED,
mempolicy-default,mempolicy_default,naked,kvm,NOT-WIRED,cannot-execute-here: HUNG(no verdict in 60s)
mempolicy-default,mempolicy_default,naked,dbi,NOT-WIRED,cannot-execute-here: not-in-build
mempolicy-default,mempolicy_default,naked,liteinst,NOT-WIRED,cannot-execute-here: runtime .so missing
mempolicy-default,mempolicy_default,naked,sabre,NOT-WIRED,cannot-execute-here: not-in-build
mempolicy-default,mempolicy_default,naked,e9patch,NOT-WIRED,cannot-execute-here: not-in-build
mempolicy-default,mempolicy_default,replay,ptrace,DECLINED-IN-MANIFEST,
mempolicy-default,mempolicy_default,replay,kvm,DECLINED-IN-MANIFEST,cannot-execute-here: HUNG(no verdict in 60s)
mempolicy-default,mempolicy_default,replay,dbi,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
mempolicy-default,mempolicy_default,replay,liteinst,DECLINED-IN-MANIFEST,cannot-execute-here: runtime .so missing
mempolicy-default,mempolicy_default,replay,sabre,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
mempolicy-default,mempolicy_default,replay,e9patch,NOT-WIRED,cannot-execute-here: not-in-build
mempolicy-default,mempolicy_default,chaos,ptrace,DECLINED-IN-MANIFEST,
mempolicy-default,mempolicy_default,chaos,kvm,DECLINED-IN-MANIFEST,cannot-execute-here: HUNG(no verdict in 60s)
mempolicy-default,mempolicy_default,chaos,dbi,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
mempolicy-default,mempolicy_default,chaos,liteinst,DECLINED-IN-MANIFEST,cannot-execute-here: runtime .so missing
mempolicy-default,mempolicy_default,chaos,sabre,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
mempolicy-default,mempolicy_default,chaos,e9patch,NOT-WIRED,cannot-execute-here: not-in-build
mempolicy-default,mempolicy_default,custom,ptrace,DECLINED-IN-MANIFEST,
mempolicy-default,mempolicy_default,custom,kvm,DECLINED-IN-MANIFEST,cannot-execute-here: HUNG(no verdict in 60s)
mempolicy-default,mempolicy_default,custom,dbi,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
mempolicy-default,mempolicy_default,custom,liteinst,DECLINED-IN-MANIFEST,cannot-execute-here: runtime .so missing
mempolicy-default,mempolicy_default,custom,sabre,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
mempolicy-default,mempolicy_default,custom,e9patch,NOT-WIRED,cannot-execute-here: not-in-build
mincore-residency,mincore_residency,verify,ptrace,GATED-OFF(ci=false),EXECUTED ok=6 rc=0
mincore-residency,mincore_residency,verify,kvm,DECLINED-IN-MANIFEST,cannot-execute-here: HUNG(no verdict in 60s)
mincore-residency,mincore_residency,verify,dbi,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
mincore-residency,mincore_residency,verify,liteinst,DECLINED-IN-MANIFEST,cannot-execute-here: runtime .so missing
mincore-residency,mincore_residency,verify,sabre,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
mincore-residency,mincore_residency,verify,e9patch,NOT-WIRED,cannot-execute-here: not-in-build
mincore-residency,mincore_residency,naked,ptrace,NOT-WIRED,
mincore-residency,mincore_residency,naked,kvm,NOT-WIRED,cannot-execute-here: HUNG(no verdict in 60s)
mincore-residency,mincore_residency,naked,dbi,NOT-WIRED,cannot-execute-here: not-in-build
mincore-residency,mincore_residency,naked,liteinst,NOT-WIRED,cannot-execute-here: runtime .so missing
mincore-residency,mincore_residency,naked,sabre,NOT-WIRED,cannot-execute-here: not-in-build
mincore-residency,mincore_residency,naked,e9patch,NOT-WIRED,cannot-execute-here: not-in-build
mincore-residency,mincore_residency,replay,ptrace,DECLINED-IN-MANIFEST,
mincore-residency,mincore_residency,replay,kvm,DECLINED-IN-MANIFEST,cannot-execute-here: HUNG(no verdict in 60s)
mincore-residency,mincore_residency,replay,dbi,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
mincore-residency,mincore_residency,replay,liteinst,DECLINED-IN-MANIFEST,cannot-execute-here: runtime .so missing
mincore-residency,mincore_residency,replay,sabre,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
mincore-residency,mincore_residency,replay,e9patch,NOT-WIRED,cannot-execute-here: not-in-build
mincore-residency,mincore_residency,chaos,ptrace,DECLINED-IN-MANIFEST,
mincore-residency,mincore_residency,chaos,kvm,DECLINED-IN-MANIFEST,cannot-execute-here: HUNG(no verdict in 60s)
mincore-residency,mincore_residency,chaos,dbi,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
mincore-residency,mincore_residency,chaos,liteinst,DECLINED-IN-MANIFEST,cannot-execute-here: runtime .so missing
mincore-residency,mincore_residency,chaos,sabre,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
mincore-residency,mincore_residency,chaos,e9patch,NOT-WIRED,cannot-execute-here: not-in-build
mincore-residency,mincore_residency,custom,ptrace,DECLINED-IN-MANIFEST,
mincore-residency,mincore_residency,custom,kvm,DECLINED-IN-MANIFEST,cannot-execute-here: HUNG(no verdict in 60s)
mincore-residency,mincore_residency,custom,dbi,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
mincore-residency,mincore_residency,custom,liteinst,DECLINED-IN-MANIFEST,cannot-execute-here: runtime .so missing
mincore-residency,mincore_residency,custom,sabre,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
mincore-residency,mincore_residency,custom,e9patch,NOT-WIRED,cannot-execute-here: not-in-build
mkdir-rmdir,mkdir_rmdir,verify,ptrace,GATED-OFF(ci=false),EXECUTED ok=6 rc=0
mkdir-rmdir,mkdir_rmdir,verify,kvm,DECLINED-IN-MANIFEST,cannot-execute-here: HUNG(no verdict in 60s)
mkdir-rmdir,mkdir_rmdir,verify,dbi,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
mkdir-rmdir,mkdir_rmdir,verify,liteinst,DECLINED-IN-MANIFEST,cannot-execute-here: runtime .so missing
mkdir-rmdir,mkdir_rmdir,verify,sabre,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
mkdir-rmdir,mkdir_rmdir,verify,e9patch,NOT-WIRED,cannot-execute-here: not-in-build
mkdir-rmdir,mkdir_rmdir,naked,ptrace,NOT-WIRED,
mkdir-rmdir,mkdir_rmdir,naked,kvm,NOT-WIRED,cannot-execute-here: HUNG(no verdict in 60s)
mkdir-rmdir,mkdir_rmdir,naked,dbi,NOT-WIRED,cannot-execute-here: not-in-build
mkdir-rmdir,mkdir_rmdir,naked,liteinst,NOT-WIRED,cannot-execute-here: runtime .so missing
mkdir-rmdir,mkdir_rmdir,naked,sabre,NOT-WIRED,cannot-execute-here: not-in-build
mkdir-rmdir,mkdir_rmdir,naked,e9patch,NOT-WIRED,cannot-execute-here: not-in-build
mkdir-rmdir,mkdir_rmdir,replay,ptrace,DECLINED-IN-MANIFEST,
mkdir-rmdir,mkdir_rmdir,replay,kvm,DECLINED-IN-MANIFEST,cannot-execute-here: HUNG(no verdict in 60s)
mkdir-rmdir,mkdir_rmdir,replay,dbi,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
mkdir-rmdir,mkdir_rmdir,replay,liteinst,DECLINED-IN-MANIFEST,cannot-execute-here: runtime .so missing
mkdir-rmdir,mkdir_rmdir,replay,sabre,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
mkdir-rmdir,mkdir_rmdir,replay,e9patch,NOT-WIRED,cannot-execute-here: not-in-build
mkdir-rmdir,mkdir_rmdir,chaos,ptrace,DECLINED-IN-MANIFEST,
mkdir-rmdir,mkdir_rmdir,chaos,kvm,DECLINED-IN-MANIFEST,cannot-execute-here: HUNG(no verdict in 60s)
mkdir-rmdir,mkdir_rmdir,chaos,dbi,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
mkdir-rmdir,mkdir_rmdir,chaos,liteinst,DECLINED-IN-MANIFEST,cannot-execute-here: runtime .so missing
mkdir-rmdir,mkdir_rmdir,chaos,sabre,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
mkdir-rmdir,mkdir_rmdir,chaos,e9patch,NOT-WIRED,cannot-execute-here: not-in-build
mkdir-rmdir,mkdir_rmdir,custom,ptrace,DECLINED-IN-MANIFEST,
mkdir-rmdir,mkdir_rmdir,custom,kvm,DECLINED-IN-MANIFEST,cannot-execute-here: HUNG(no verdict in 60s)
mkdir-rmdir,mkdir_rmdir,custom,dbi,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
mkdir-rmdir,mkdir_rmdir,custom,liteinst,DECLINED-IN-MANIFEST,cannot-execute-here: runtime .so missing
mkdir-rmdir,mkdir_rmdir,custom,sabre,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
mkdir-rmdir,mkdir_rmdir,custom,e9patch,NOT-WIRED,cannot-execute-here: not-in-build
mknod-special,mknod_special,verify,ptrace,GATED-OFF(ci=false),EXECUTED ok=4 rc=0
mknod-special,mknod_special,verify,kvm,DECLINED-IN-MANIFEST,cannot-execute-here: HUNG(no verdict in 60s)
mknod-special,mknod_special,verify,dbi,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
mknod-special,mknod_special,verify,liteinst,DECLINED-IN-MANIFEST,cannot-execute-here: runtime .so missing
mknod-special,mknod_special,verify,sabre,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
mknod-special,mknod_special,verify,e9patch,NOT-WIRED,cannot-execute-here: not-in-build
mknod-special,mknod_special,naked,ptrace,NOT-WIRED,
mknod-special,mknod_special,naked,kvm,NOT-WIRED,cannot-execute-here: HUNG(no verdict in 60s)
mknod-special,mknod_special,naked,dbi,NOT-WIRED,cannot-execute-here: not-in-build
mknod-special,mknod_special,naked,liteinst,NOT-WIRED,cannot-execute-here: runtime .so missing
mknod-special,mknod_special,naked,sabre,NOT-WIRED,cannot-execute-here: not-in-build
mknod-special,mknod_special,naked,e9patch,NOT-WIRED,cannot-execute-here: not-in-build
mknod-special,mknod_special,replay,ptrace,DECLINED-IN-MANIFEST,
mknod-special,mknod_special,replay,kvm,DECLINED-IN-MANIFEST,cannot-execute-here: HUNG(no verdict in 60s)
mknod-special,mknod_special,replay,dbi,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
mknod-special,mknod_special,replay,liteinst,DECLINED-IN-MANIFEST,cannot-execute-here: runtime .so missing
mknod-special,mknod_special,replay,sabre,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
mknod-special,mknod_special,replay,e9patch,NOT-WIRED,cannot-execute-here: not-in-build
mknod-special,mknod_special,chaos,ptrace,DECLINED-IN-MANIFEST,
mknod-special,mknod_special,chaos,kvm,DECLINED-IN-MANIFEST,cannot-execute-here: HUNG(no verdict in 60s)
mknod-special,mknod_special,chaos,dbi,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
mknod-special,mknod_special,chaos,liteinst,DECLINED-IN-MANIFEST,cannot-execute-here: runtime .so missing
mknod-special,mknod_special,chaos,sabre,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
mknod-special,mknod_special,chaos,e9patch,NOT-WIRED,cannot-execute-here: not-in-build
mknod-special,mknod_special,custom,ptrace,DECLINED-IN-MANIFEST,
mknod-special,mknod_special,custom,kvm,DECLINED-IN-MANIFEST,cannot-execute-here: HUNG(no verdict in 60s)
mknod-special,mknod_special,custom,dbi,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
mknod-special,mknod_special,custom,liteinst,DECLINED-IN-MANIFEST,cannot-execute-here: runtime .so missing
mknod-special,mknod_special,custom,sabre,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
mknod-special,mknod_special,custom,e9patch,NOT-WIRED,cannot-execute-here: not-in-build
numa-node-identity,numa_node_identity,verify,ptrace,GATED-OFF(ci=false),"ran rc=0, NO ok= count"
numa-node-identity,numa_node_identity,verify,kvm,DECLINED-IN-MANIFEST,cannot-execute-here: HUNG(no verdict in 60s)
numa-node-identity,numa_node_identity,verify,dbi,GATED-OFF(ci=false),cannot-execute-here: not-in-build
numa-node-identity,numa_node_identity,verify,liteinst,DECLINED-IN-MANIFEST,cannot-execute-here: runtime .so missing
numa-node-identity,numa_node_identity,verify,sabre,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
numa-node-identity,numa_node_identity,verify,e9patch,NOT-WIRED,cannot-execute-here: not-in-build
numa-node-identity,numa_node_identity,naked,ptrace,NOT-WIRED,
numa-node-identity,numa_node_identity,naked,kvm,NOT-WIRED,cannot-execute-here: HUNG(no verdict in 60s)
numa-node-identity,numa_node_identity,naked,dbi,NOT-WIRED,cannot-execute-here: not-in-build
numa-node-identity,numa_node_identity,naked,liteinst,NOT-WIRED,cannot-execute-here: runtime .so missing
numa-node-identity,numa_node_identity,naked,sabre,NOT-WIRED,cannot-execute-here: not-in-build
numa-node-identity,numa_node_identity,naked,e9patch,NOT-WIRED,cannot-execute-here: not-in-build
numa-node-identity,numa_node_identity,replay,ptrace,DECLINED-IN-MANIFEST,
numa-node-identity,numa_node_identity,replay,kvm,DECLINED-IN-MANIFEST,cannot-execute-here: HUNG(no verdict in 60s)
numa-node-identity,numa_node_identity,replay,dbi,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
numa-node-identity,numa_node_identity,replay,liteinst,DECLINED-IN-MANIFEST,cannot-execute-here: runtime .so missing
numa-node-identity,numa_node_identity,replay,sabre,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
numa-node-identity,numa_node_identity,replay,e9patch,NOT-WIRED,cannot-execute-here: not-in-build
numa-node-identity,numa_node_identity,chaos,ptrace,DECLINED-IN-MANIFEST,
numa-node-identity,numa_node_identity,chaos,kvm,DECLINED-IN-MANIFEST,cannot-execute-here: HUNG(no verdict in 60s)
numa-node-identity,numa_node_identity,chaos,dbi,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
numa-node-identity,numa_node_identity,chaos,liteinst,DECLINED-IN-MANIFEST,cannot-execute-here: runtime .so missing
numa-node-identity,numa_node_identity,chaos,sabre,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
numa-node-identity,numa_node_identity,chaos,e9patch,NOT-WIRED,cannot-execute-here: not-in-build
numa-node-identity,numa_node_identity,custom,ptrace,DECLINED-IN-MANIFEST,
numa-node-identity,numa_node_identity,custom,kvm,DECLINED-IN-MANIFEST,cannot-execute-here: HUNG(no verdict in 60s)
numa-node-identity,numa_node_identity,custom,dbi,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
numa-node-identity,numa_node_identity,custom,liteinst,DECLINED-IN-MANIFEST,cannot-execute-here: runtime .so missing
numa-node-identity,numa_node_identity,custom,sabre,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
numa-node-identity,numa_node_identity,custom,e9patch,NOT-WIRED,cannot-execute-here: not-in-build
name-to-handle-refusal,name_to_handle,verify,ptrace,GATED-OFF(ci=false),EXECUTED ok=3 rc=0
name-to-handle-refusal,name_to_handle,verify,kvm,DECLINED-IN-MANIFEST,cannot-execute-here: HUNG(no verdict in 60s)
name-to-handle-refusal,name_to_handle,verify,dbi,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
